metro_nonmetro,year,county_name,state_abbr,indicator,value
Metropolitan,2017,Oklahoma,OK,doctors-per-10000,0.00410052209109
Metropolitan,2017,Okmulgee,OK,doctors-per-10000,0.00031302986827
Metropolitan,2017,Osage,OK,doctors-per-10000,0.00025524311907
Metropolitan,2017,Pawnee,OK,doctors-per-10000,0.00018303843807
Metropolitan,2017,Rogers,OK,doctors-per-10000,0.00046747260393
Metropolitan,2017,Sequoyah,OK,doctors-per-10000,0.00021855800287
Metropolitan,2017,Tulsa,OK,doctors-per-10000,0.00268677894997
Metropolitan,2017,Wagoner,OK,doctors-per-10000,0.00043689926351
Metropolitan,2017,Benton,OR,doctors-per-10000,0.00339844301365
Metropolitan,2017,Clackamas,OR,doctors-per-10000,0.00252118007571
Metropolitan,2017,Columbia,OR,doctors-per-10000,0.00034366229452
Metropolitan,2017,Deschutes,OR,doctors-per-10000,0.00293756119919
Metropolitan,2017,Jackson,OR,doctors-per-10000,0.00278278770655
Metropolitan,2017,Josephine,OR,doctors-per-10000,0.00135022255787
Metropolitan,2017,Lane,OR,doctors-per-10000,0.00245251059637
Metropolitan,2017,Linn,OR,doctors-per-10000,0.00098166254368
Metropolitan,2017,Marion,OR,doctors-per-10000,0.00174994522412
Metropolitan,2017,Multnomah,OR,doctors-per-10000,0.0062546189092
Metropolitan,2017,Polk,OR,doctors-per-10000,0.00090339535866
Metropolitan,2017,Washington,OR,doctors-per-10000,0.00258493044111
Metropolitan,2017,Yamhill,OR,doctors-per-10000,0.00134576923796
Metropolitan,2017,Adams,PA,doctors-per-10000,0.00098238515334
Metropolitan,2017,Allegheny,PA,doctors-per-10000,0.0063982824108
Metropolitan,2017,Armstrong,PA,doctors-per-10000,0.0007661308858
Metropolitan,2017,Beaver,PA,doctors-per-10000,0.00128686066698
Metropolitan,2017,Berks,PA,doctors-per-10000,0.00164702298216
Metropolitan,2017,Blair,PA,doctors-per-10000,0.00210626000065
Metropolitan,2017,Bucks,PA,doctors-per-10000,0.00238779359912
Metropolitan,2017,Butler,PA,doctors-per-10000,0.00149024951035
Metropolitan,2017,Cambria,PA,doctors-per-10000,0.00236088969863
Metropolitan,2017,Carbon,PA,doctors-per-10000,0.00071620969374
Metropolitan,2017,Centre,PA,doctors-per-10000,0.00208838794877
Metropolitan,2017,Chester,PA,doctors-per-10000,0.00245380675266
Metropolitan,2017,Columbia,PA,doctors-per-10000,0.00160413101931
Metropolitan,2017,Cumberland,PA,doctors-per-10000,0.00243016748667
Metropolitan,2017,Dauphin,PA,doctors-per-10000,0.00623969223774
Metropolitan,2017,Delaware,PA,doctors-per-10000,0.0037609495158
Metropolitan,2017,Erie,PA,doctors-per-10000,0.00174225633222
Metropolitan,2017,Fayette,PA,doctors-per-10000,0.00080496163016
Metropolitan,2017,Franklin,PA,doctors-per-10000,0.00129169761359
Metropolitan,2017,Lackawanna,PA,doctors-per-10000,0.00283690634888
Metropolitan,2017,Lancaster,PA,doctors-per-10000,0.0017587851872
Metropolitan,2017,Lebanon,PA,doctors-per-10000,0.00174080416661
Metropolitan,2017,Lehigh,PA,doctors-per-10000,0.00352893235534
Metropolitan,2017,Luzerne,PA,doctors-per-10000,0.00189519150249
Metropolitan,2017,Lycoming,PA,doctors-per-10000,0.00190033783784
Metropolitan,2017,Mercer,PA,doctors-per-10000,0.0012919779912
Metropolitan,2017,Monroe,PA,doctors-per-10000,0.0011621938917
Metropolitan,2017,Montgomery,PA,doctors-per-10000,0.00583511544719
Metropolitan,2017,Montour,PA,doctors-per-10000,0.03843201754386
Metropolitan,2017,Northampton,PA,doctors-per-10000,0.00275912298602
Metropolitan,2017,Perry,PA,doctors-per-10000,0.00026008366024
Metropolitan,2017,Philadelphia,PA,doctors-per-10000,0.0055822156908
Metropolitan,2017,Pike,PA,doctors-per-10000,0.00058999159709
Metropolitan,2017,Washington,PA,doctors-per-10000,0.00180374832406
Metropolitan,2017,Westmoreland,PA,doctors-per-10000,0.00170559394885
Metropolitan,2017,Wyoming,PA,doctors-per-10000,0.00073948088442
Metropolitan,2017,York,PA,doctors-per-10000,0.00182255009782
Metropolitan,2017,Bristol,RI,doctors-per-10000,0.00626939916545
Metropolitan,2017,Kent,RI,doctors-per-10000,0.0027767437035
Metropolitan,2017,Newport,RI,doctors-per-10000,0.00212013278089
Metropolitan,2017,Providence,RI,doctors-per-10000,0.00493802705303
Metropolitan,2017,Washington,RI,doctors-per-10000,0.00228247172667
Metropolitan,2017,Aiken,SC,doctors-per-10000,0.00121604949203
Metropolitan,2017,Anderson,SC,doctors-per-10000,0.00162608114444
Metropolitan,2017,Beaufort,SC,doctors-per-10000,0.00207720636939
Metropolitan,2017,Berkeley,SC,doctors-per-10000,0.00092269698902
Metropolitan,2017,Calhoun,SC,doctors-per-10000,0.00020661157025
Metropolitan,2017,Charleston,SC,doctors-per-10000,0.00781463642971
Metropolitan,2017,Chester,SC,doctors-per-10000,0.00043409506682
Metropolitan,2017,Clarendon,SC,doctors-per-10000,0.00074183976261
Metropolitan,2017,Darlington,SC,doctors-per-10000,0.00085326786623
Metropolitan,2017,Dorchester,SC,doctors-per-10000,0.00082167734225
Metropolitan,2017,Edgefield,SC,doctors-per-10000,0.00085021440189
Metropolitan,2017,Fairfield,SC,doctors-per-10000,0.00089277743059
Metropolitan,2017,Florence,SC,doctors-per-10000,0.00309787997886
Metropolitan,2017,Greenville,SC,doctors-per-10000,0.00357439426852
Metropolitan,2017,Horry,SC,doctors-per-10000,0.00172891235431
Metropolitan,2017,Jasper,SC,doctors-per-10000,0.00044872458666
Metropolitan,2017,Kershaw,SC,doctors-per-10000,0.00187522868643
Metropolitan,2017,Lancaster,SC,doctors-per-10000,0.00088068777521
Metropolitan,2017,Laurens,SC,doctors-per-10000,0.00088067588142
Metropolitan,2017,Lexington,SC,doctors-per-10000,0.00174896282437
Metropolitan,2017,Pickens,SC,doctors-per-10000,0.0012566333432
Metropolitan,2017,Richland,SC,doctors-per-10000,0.00354579136274
Metropolitan,2017,Saluda,SC,doctors-per-10000,0.00019470404984
Metropolitan,2017,Spartanburg,SC,doctors-per-10000,0.00198478438169
Metropolitan,2017,Sumter,SC,doctors-per-10000,0.00132379450203
Metropolitan,2017,York,SC,doctors-per-10000,0.00118197272707
Metropolitan,2017,Lincoln,SD,doctors-per-10000,0.00579862941487
Metropolitan,2017,McCook,SD,doctors-per-10000,0.00018031013343
Metropolitan,2017,Meade,SD,doctors-per-10000,0.0006008340991
Metropolitan,2017,Minnehaha,SD,doctors-per-10000,0.00351002716771
Metropolitan,2017,Pennington,SD,doctors-per-10000,0.00301622676297
Metropolitan,2017,Turner,SD,doctors-per-10000,0.00059354226021
Metropolitan,2017,Union,SD,doctors-per-10000,0.00608233561688
Metropolitan,2017,Anderson,TN,doctors-per-10000,0.00176512120499
Metropolitan,2017,Blount,TN,doctors-per-10000,0.00162163396752
Metropolitan,2017,Bradley,TN,doctors-per-10000,0.00131175803686
Metropolitan,2017,Campbell,TN,doctors-per-10000,0.00075790111917
Metropolitan,2017,Cannon,TN,doctors-per-10000,0.00041488037616
Metropolitan,2017,Carter,TN,doctors-per-10000,0.00067434473213
Metropolitan,2017,Cheatham,TN,doctors-per-10000,0.00084077252158
Metropolitan,2017,Chester,TN,doctors-per-10000,0.00034730261635
Metropolitan,2017,Crockett,TN,doctors-per-10000,0.000139586823
Metropolitan,2017,Davidson,TN,doctors-per-10000,0.00629668186091
Metropolitan,2017,Dickson,TN,doctors-per-10000,0.00093552370617
Metropolitan,2017,Fayette,TN,doctors-per-10000,0.0011109191004
Metropolitan,2017,Gibson,TN,doctors-per-10000,0.00065246202467
Metropolitan,2017,Grainger,TN,doctors-per-10000,0.00021602938
Metropolitan,2017,Hamblen,TN,doctors-per-10000,0.00153324350695
Metropolitan,2017,Hamilton,TN,doctors-per-10000,0.00393097730904
Metropolitan,2017,Hawkins,TN,doctors-per-10000,0.00042455333451
Metropolitan,2017,Jefferson,TN,doctors-per-10000,0.00072206176405
Metropolitan,2017,Knox,TN,doctors-per-10000,0.0040727375889
Metropolitan,2017,Loudon,TN,doctors-per-10000,0.00109322576997
Metropolitan,2017,Macon,TN,doctors-per-10000,0.00053575108181
Metropolitan,2017,Madison,TN,doctors-per-10000,0.00434403975206
Metropolitan,2017,Marion,TN,doctors-per-10000,0.00076990376203
Metropolitan,2017,Maury,TN,doctors-per-10000,0.00180199279203
Metropolitan,2017,Montgomery,TN,doctors-per-10000,0.00095654285021
Metropolitan,2017,Morgan,TN,doctors-per-10000,9.268270077E-05
Metropolitan,2017,Polk,TN,doctors-per-10000,0.00071014321221
Metropolitan,2017,Roane,TN,doctors-per-10000,0.00054572826496
Metropolitan,2017,Robertson,TN,doctors-per-10000,0.00064777784037
Metropolitan,2017,Rutherford,TN,doctors-per-10000,0.00121579611561
Metropolitan,2017,Sequatchie,TN,doctors-per-10000,0.00026888948642
Metropolitan,2017,Shelby,TN,doctors-per-10000,0.0040202444206
Metropolitan,2017,Smith,TN,doctors-per-10000,0.00050145421723
Metropolitan,2017,Stewart,TN,doctors-per-10000,0.00014748174913
Metropolitan,2017,Sullivan,TN,doctors-per-10000,0.00359616409164
Metropolitan,2017,Sumner,TN,doctors-per-10000,0.00121293728526
Metropolitan,2017,Tipton,TN,doctors-per-10000,0.00040596937367
Metropolitan,2017,Trousdale,TN,doctors-per-10000,0.00036324010171
Metropolitan,2017,Unicoi,TN,doctors-per-10000,0.00056303136085
Metropolitan,2017,Union,TN,doctors-per-10000,0.00015237708249
Metropolitan,2017,Washington,TN,doctors-per-10000,0.00676479507336
Metropolitan,2017,Williamson,TN,doctors-per-10000,0.00562726288035
Metropolitan,2017,Wilson,TN,doctors-per-10000,0.001024
Metropolitan,2017,Archer,TX,doctors-per-10000,0.00068290462099
Metropolitan,2017,Armstrong,TX,doctors-per-10000,0
Metropolitan,2017,Atascosa,TX,doctors-per-10000,0.00039753528126
Metropolitan,2017,Austin,TX,doctors-per-10000,0.00046683784054
Metropolitan,2017,Bandera,TX,doctors-per-10000,0.0004819488258
Metropolitan,2017,Bastrop,TX,doctors-per-10000,0.00051738410596
Metropolitan,2017,Bell,TX,doctors-per-10000,0.00370878580145
Metropolitan,2017,Bexar,TX,doctors-per-10000,0.00318723254059
Metropolitan,2017,Bowie,TX,doctors-per-10000,0.00243840379967
Metropolitan,2017,Brazoria,TX,doctors-per-10000,0.00204754186926
Metropolitan,2017,Brazos,TX,doctors-per-10000,0.00247400312227
Metropolitan,2017,Burleson,TX,doctors-per-10000,0.00043504268856
Metropolitan,2017,Caldwell,TX,doctors-per-10000,0.00036996785904
Metropolitan,2017,Callahan,TX,doctors-per-10000,7.14591968E-05
Metropolitan,2017,Cameron,TX,doctors-per-10000,0.00137058040896
Metropolitan,2017,Carson,TX,doctors-per-10000,0
Metropolitan,2017,Chambers,TX,doctors-per-10000,0.00023554906487
Metropolitan,2017,Clay,TX,doctors-per-10000,0.00047819433818
Metropolitan,2017,Collin,TX,doctors-per-10000,0.00267025884797
Metropolitan,2017,Comal,TX,doctors-per-10000,0.00180625855108
Metropolitan,2017,Coryell,TX,doctors-per-10000,0.00032082130253
Metropolitan,2017,Crosby,TX,doctors-per-10000,0.00034608063679
Metropolitan,2017,Dallas,TX,doctors-per-10000,0.00330657843058
Metropolitan,2017,Denton,TX,doctors-per-10000,0.00170418036374
Metropolitan,2017,Ector,TX,doctors-per-10000,0.0019614615973
Metropolitan,2017,El Paso,TX,doctors-per-10000,0.00195656776385
Metropolitan,2017,Ellis,TX,doctors-per-10000,0.00071334626273
Metropolitan,2017,Falls,TX,doctors-per-10000,0.00034612056533
Metropolitan,2017,Fort Bend,TX,doctors-per-10000,0.0025372592523
Metropolitan,2017,Galveston,TX,doctors-per-10000,0.00485365059635
Metropolitan,2017,Goliad,TX,doctors-per-10000,0.00026371308017
Metropolitan,2017,Grayson,TX,doctors-per-10000,0.0014030793113
Metropolitan,2017,Gregg,TX,doctors-per-10000,0.00278076422514
Metropolitan,2017,Guadalupe,TX,doctors-per-10000,0.00089801703178
Metropolitan,2017,Hardin,TX,doctors-per-10000,0.00029716643068
Metropolitan,2017,Harris,TX,doctors-per-10000,0.00325201936995
Metropolitan,2017,Harrison,TX,doctors-per-10000,0.00061445313671
Metropolitan,2017,Hays,TX,doctors-per-10000,0.00103759135071
Metropolitan,2017,Hidalgo,TX,doctors-per-10000,0.00114904167615
Metropolitan,2017,Hudspeth,TX,doctors-per-10000,0.00020855057351
Metropolitan,2017,Hunt,TX,doctors-per-10000,0.00051817230265
Metropolitan,2017,Irion,TX,doctors-per-10000,0
Metropolitan,2017,Jefferson,TX,doctors-per-10000,0.00198038439065
Metropolitan,2017,Johnson,TX,doctors-per-10000,0.00088118066538
Metropolitan,2017,Jones,TX,doctors-per-10000,0.00035323207347
Metropolitan,2017,Kaufman,TX,doctors-per-10000,0.000474257903
Metropolitan,2017,Kendall,TX,doctors-per-10000,0.00328651870029
Metropolitan,2017,Lampasas,TX,doctors-per-10000,0.00065947524613
Metropolitan,2017,Liberty,TX,doctors-per-10000,0.00034753194398
Metropolitan,2017,Lubbock,TX,doctors-per-10000,0.00382548501685
Metropolitan,2017,Lynn,TX,doctors-per-10000,0.00085077420453
Metropolitan,2017,Martin,TX,doctors-per-10000,0.00034764470711
Metropolitan,2017,McLennan,TX,doctors-per-10000,0.00195988327108
Metropolitan,2017,Medina,TX,doctors-per-10000,0.00051059484299
Metropolitan,2017,Midland,TX,doctors-per-10000,0.00150077066602
Metropolitan,2017,Montgomery,TX,doctors-per-10000,0.00185471929602
Metropolitan,2017,Nueces,TX,doctors-per-10000,0.00245676507529
Metropolitan,2017,Oldham,TX,doctors-per-10000,0.00046926325669
Metropolitan,2017,Orange,TX,doctors-per-10000,0.00033504044417
Metropolitan,2017,Parker,TX,doctors-per-10000,0.00080219121059
Metropolitan,2017,Potter,TX,doctors-per-10000,0.00329299277882
Metropolitan,2017,Randall,TX,doctors-per-10000,0.00179054971344
Metropolitan,2017,Robertson,TX,doctors-per-10000,5.785697755E-05
Metropolitan,2017,Rockwall,TX,doctors-per-10000,0.00171870808786
Metropolitan,2017,Rusk,TX,doctors-per-10000,0.00044077134986
Metropolitan,2017,San Patricio,TX,doctors-per-10000,0.00034383268802
Metropolitan,2017,Smith,TX,doctors-per-10000,0.00340542348439
Metropolitan,2017,Sterling,TX,doctors-per-10000,0
Metropolitan,2017,Tarrant,TX,doctors-per-10000,0.00178998729454
Metropolitan,2017,Taylor,TX,doctors-per-10000,0.00215780296425
Metropolitan,2017,Tom Green,TX,doctors-per-10000,0.00194603558707
Metropolitan,2017,Travis,TX,doctors-per-10000,0.00310151888739
Metropolitan,2017,Upshur,TX,doctors-per-10000,0.00038778477945
Metropolitan,2017,Victoria,TX,doctors-per-10000,0.00216222089423
Metropolitan,2017,Waller,TX,doctors-per-10000,0.00018823175093
Metropolitan,2017,Webb,TX,doctors-per-10000,0.0008444782719
Metropolitan,2017,Wichita,TX,doctors-per-10000,0.00227919796462
Metropolitan,2017,Williamson,TX,doctors-per-10000,0.00178571743668
Metropolitan,2017,Wilson,TX,doctors-per-10000,0.00061723478815
Metropolitan,2017,Wise,TX,doctors-per-10000,0.00073201083376
Metropolitan,2017,Box Elder,UT,doctors-per-10000,0.00058234758872
Metropolitan,2017,Cache,UT,doctors-per-10000,0.00132999653729
Metropolitan,2017,Davis,UT,doctors-per-10000,0.00141024073605
Metropolitan,2017,Juab,UT,doctors-per-10000,0.00069234097793
Metropolitan,2017,Morgan,UT,doctors-per-10000,0.00224159402242
Metropolitan,2017,Salt Lake,UT,doctors-per-10000,0.00368547490832
Metropolitan,2017,Tooele,UT,doctors-per-10000,0.00027178966341
Metropolitan,2017,Utah,UT,doctors-per-10000,0.00113948117445
Metropolitan,2017,Washington,UT,doctors-per-10000,0.00171811298777
Metropolitan,2017,Weber,UT,doctors-per-10000,0.00133016590016
Metropolitan,2017,Albemarle,VA,doctors-per-10000,0.00722051546202
Metropolitan,2017,Alexandria City,VA,doctors-per-10000,0.00274092070018
Metropolitan,2017,Amelia,VA,doctors-per-10000,7.684623069E-05
Metropolitan,2017,Amherst,VA,doctors-per-10000,0.00022105728542
Metropolitan,2017,Appomattox,VA,doctors-per-10000,0.00012625465564
Metropolitan,2017,Arlington,VA,doctors-per-10000,0.00351547863136
Metropolitan,2017,Augusta,VA,doctors-per-10000,0.00147103648436
Metropolitan,2017,Bedford,VA,doctors-per-10000,0.00116829847486
Metropolitan,2017,Botetourt,VA,doctors-per-10000,0.00108182828981
Metropolitan,2017,Bristol City,VA,doctors-per-10000,0.00066739473365
Metropolitan,2017,Campbell,VA,doctors-per-10000,0.00016371673367
Metropolitan,2017,Charles City,VA,doctors-per-10000,0.00028814291889
Metropolitan,2017,Charlottesville City,VA,doctors-per-10000,0.02917887648856
Metropolitan,2017,Chesapeake City,VA,doctors-per-10000,0.00213490277537
Metropolitan,2017,Chesterfield,VA,doctors-per-10000,0.00278864802213
Metropolitan,2017,Clarke,VA,doctors-per-10000,0.00117055704744
Metropolitan,2017,Colonial Heights City,VA,doctors-per-10000,0.00297201816856
Metropolitan,2017,Craig,VA,doctors-per-10000,0.00039494470774
Metropolitan,2017,Culpeper,VA,doctors-per-10000,0.00098343585491
Metropolitan,2017,Dinwiddie,VA,doctors-per-10000,0.00017526026149
Metropolitan,2017,Fairfax,VA,doctors-per-10000,0.00387297476962
Metropolitan,2017,Fairfax City,VA,doctors-per-10000,0.00024416049483
Metropolitan,2017,Falls Church City,VA,doctors-per-10000,0.00819117248849
Metropolitan,2017,Fauquier,VA,doctors-per-10000,0.00149982313406
Metropolitan,2017,Fluvanna,VA,doctors-per-10000,0.00085875368704
Metropolitan,2017,Franklin,VA,doctors-per-10000,0.00083637334282
Metropolitan,2017,Franklin City,VA,doctors-per-10000,0.00224634968177
Metropolitan,2017,Frederick,VA,doctors-per-10000,0.00131288551865
Metropolitan,2017,Fredericksburg City,VA,doctors-per-10000,0.00593604172385
Metropolitan,2017,Giles,VA,doctors-per-10000,0.0006530515317
Metropolitan,2017,Gloucester,VA,doctors-per-10000,0.00120485153552
Metropolitan,2017,Goochland,VA,doctors-per-10000,0.00271037687145
Metropolitan,2017,Greene,VA,doctors-per-10000,0.00055614540674
Metropolitan,2017,Hampton City,VA,doctors-per-10000,0.00117635671901
Metropolitan,2017,Hanover,VA,doctors-per-10000,0.00193026790627
Metropolitan,2017,Harrisonburg City,VA,doctors-per-10000,0.0037199489201
Metropolitan,2017,Henrico,VA,doctors-per-10000,0.00382371431782
Metropolitan,2017,Hopewell City,VA,doctors-per-10000,0.00101787927067
Metropolitan,2017,Isle of Wight,VA,doctors-per-10000,0.00121776310448
Metropolitan,2017,James City,VA,doctors-per-10000,0.00414937759336
Metropolitan,2017,King and Queen,VA,doctors-per-10000,0.00071002556092
Metropolitan,2017,King William,VA,doctors-per-10000,0.00029517681091
Metropolitan,2017,Loudoun,VA,doctors-per-10000,0.00194420548114
Metropolitan,2017,Lynchburg City,VA,doctors-per-10000,0.00472444779972
Metropolitan,2017,Madison,VA,doctors-per-10000,0.00067694622038
Metropolitan,2017,Manassas City,VA,doctors-per-10000,0.00276170120794
Metropolitan,2017,Manassas Park City,VA,doctors-per-10000,0
Metropolitan,2017,Mathews,VA,doctors-per-10000,0.00090888434447
Metropolitan,2017,Montgomery,VA,doctors-per-10000,0.00152548365914
Metropolitan,2017,Nelson,VA,doctors-per-10000,0.00168509032084
Metropolitan,2017,New Kent,VA,doctors-per-10000,0.00058059041579
Metropolitan,2017,Newport News City,VA,doctors-per-10000,0.00195940120699
Metropolitan,2017,Norfolk City,VA,doctors-per-10000,0.00464199675511
Metropolitan,2017,Petersburg City,VA,doctors-per-10000,0.00155225393607
Metropolitan,2017,Poquoson City,VA,doctors-per-10000,0.00278917145201
Metropolitan,2017,Portsmouth City,VA,doctors-per-10000,0.00232479499535
Metropolitan,2017,Powhatan,VA,doctors-per-10000,0.00078796807016
Metropolitan,2017,Prince George,VA,doctors-per-10000,0.00036762775064
Metropolitan,2017,Prince William,VA,doctors-per-10000,0.00095083235223
Metropolitan,2017,Pulaski,VA,doctors-per-10000,0.00088064345682
Metropolitan,2017,Radford City,VA,doctors-per-10000,0.00158132940727
Metropolitan,2017,Rappahannock,VA,doctors-per-10000,0.00096525096525
Metropolitan,2017,Richmond City,VA,doctors-per-10000,0.00740876725981
Metropolitan,2017,Roanoke,VA,doctors-per-10000,0.00430516726372
Metropolitan,2017,Roanoke City,VA,doctors-per-10000,0.00601481184948
Metropolitan,2017,Rockingham,VA,doctors-per-10000,0.00057850425878
Metropolitan,2017,Salem City,VA,doctors-per-10000,0.00557657060406
Metropolitan,2017,Scott,VA,doctors-per-10000,0.00041794371691
Metropolitan,2017,Southampton,VA,doctors-per-10000,0.00034118048448
Metropolitan,2017,Spotsylvania,VA,doctors-per-10000,0.00143774490085
Metropolitan,2017,Stafford,VA,doctors-per-10000,0.00070018671646
Metropolitan,2017,Staunton City,VA,doctors-per-10000,0.00188588395795
Metropolitan,2017,Suffolk City,VA,doctors-per-10000,0.00291714646049
Metropolitan,2017,Sussex,VA,doctors-per-10000,0.00035596689508
Metropolitan,2017,Virginia Beach City,VA,doctors-per-10000,0.00253671235859
Metropolitan,2017,Warren,VA,doctors-per-10000,0.00097492688048
Metropolitan,2017,Washington,VA,doctors-per-10000,0.00218741958016
Metropolitan,2017,Waynesboro City,VA,doctors-per-10000,0.00216545872371
Metropolitan,2017,Williamsburg City,VA,doctors-per-10000,0.00013426423201
Metropolitan,2017,Winchester City,VA,doctors-per-10000,0.00850291731891
Metropolitan,2017,York,VA,doctors-per-10000,0.00284467765233
Metropolitan,2017,Chittenden,VT,doctors-per-10000,0.00841576938969
Metropolitan,2017,Franklin,VT,doctors-per-10000,0.00127476174096
Metropolitan,2017,Grand Isle,VT,doctors-per-10000,0.00296191819464
Metropolitan,2017,Asotin,WA,doctors-per-10000,0.00216718266254
Metropolitan,2017,Benton,WA,doctors-per-10000,0.00200617207508
Metropolitan,2017,Chelan,WA,doctors-per-10000,0.00358274053689
Metropolitan,2017,Clark,WA,doctors-per-10000,0.0017453310837
Metropolitan,2017,Cowlitz,WA,doctors-per-10000,0.00137631093617
Metropolitan,2017,Douglas,WA,doctors-per-10000,0.00032628708602
Metropolitan,2017,Franklin,WA,doctors-per-10000,0.00059355358411
Metropolitan,2017,King,WA,doctors-per-10000,0.00480932202441
Metropolitan,2017,Kitsap,WA,doctors-per-10000,0.00175682437316
Metropolitan,2017,Pierce,WA,doctors-per-10000,0.00228094051491
Metropolitan,2017,Skagit,WA,doctors-per-10000,0.00205918599754
Metropolitan,2017,Skamania,WA,doctors-per-10000,0.00033545790003
Metropolitan,2017,Snohomish,WA,doctors-per-10000,0.00135353865071
Metropolitan,2017,Spokane,WA,doctors-per-10000,0.00269902124046
Metropolitan,2017,Stevens,WA,doctors-per-10000,0.00079540433053
Metropolitan,2017,Thurston,WA,doctors-per-10000,0.00248586860509
Metropolitan,2017,Walla Walla,WA,doctors-per-10000,0.00277403893503
Metropolitan,2017,Whatcom,WA,doctors-per-10000,0.00233068214547
Metropolitan,2017,Yakima,WA,doctors-per-10000,0.00153114386389
Metropolitan,2017,Brown,WI,doctors-per-10000,0.00241098345344
Metropolitan,2017,Calumet,WI,doctors-per-10000,0.00019936601607
Metropolitan,2017,Chippewa,WI,doctors-per-10000,0.00121618461059
Metropolitan,2017,Columbia,WI,doctors-per-10000,0.0006799400258
Metropolitan,2017,Dane,WI,doctors-per-10000,0.0059406597783
Metropolitan,2017,Douglas,WI,doctors-per-10000,0.00043973338271
Metropolitan,2017,Eau Claire,WI,doctors-per-10000,0.00424742189144
Metropolitan,2017,Fond du Lac,WI,doctors-per-10000,0.00150389071081
Metropolitan,2017,Green,WI,doctors-per-10000,0.0017872133012
Metropolitan,2017,Iowa,WI,doctors-per-10000,0.00100963358714
Metropolitan,2017,Kenosha,WI,doctors-per-10000,0.00121684683088
Metropolitan,2017,Kewaunee,WI,doctors-per-10000,0.00058872589903
Metropolitan,2017,La Crosse,WI,doctors-per-10000,0.00515097690941
Metropolitan,2017,Lincoln,WI,doctors-per-10000,0.00093900104735
Metropolitan,2017,Marathon,WI,doctors-per-10000,0.00270992704611
Metropolitan,2017,Milwaukee,WI,doctors-per-10000,0.00365534311818
Metropolitan,2017,Oconto,WI,doctors-per-10000,0.00058154903516
Metropolitan,2017,Outagamie,WI,doctors-per-10000,0.00207616150295
Metropolitan,2017,Ozaukee,WI,doctors-per-10000,0.00523853859356
Metropolitan,2017,Pierce,WI,doctors-per-10000,0.0006344730349
Metropolitan,2017,Racine,WI,doctors-per-10000,0.00122593903878
Metropolitan,2017,Rock,WI,doctors-per-10000,0.00150187888113
Metropolitan,2017,Sheboygan,WI,doctors-per-10000,0.00154171286031
Metropolitan,2017,St. Croix,WI,doctors-per-10000,0.0010591566883
Metropolitan,2017,Washington,WI,doctors-per-10000,0.00104647992159
Metropolitan,2017,Waukesha,WI,doctors-per-10000,0.00465921721181
Metropolitan,2017,Winnebago,WI,doctors-per-10000,0.00230967138346
Metropolitan,2017,Berkeley,WV,doctors-per-10000,0.00101602588732
Metropolitan,2017,Boone,WV,doctors-per-10000,0.00045556011116
Metropolitan,2017,Brooke,WV,doctors-per-10000,0.00031527271089
Metropolitan,2017,Cabell,WV,doctors-per-10000,0.00724062473183
Metropolitan,2017,Clay,WV,doctors-per-10000,0.00023169601483
Metropolitan,2017,Fayette,WV,doctors-per-10000,0.00041842949463
Metropolitan,2017,Hampshire,WV,doctors-per-10000,0.0004283205551
Metropolitan,2017,Hancock,WV,doctors-per-10000,0.00161545335808
Metropolitan,2017,Jackson,WV,doctors-per-10000,0.00024385145963
Metropolitan,2017,Jefferson,WV,doctors-per-10000,0.00151379134323
Metropolitan,2017,Kanawha,WV,doctors-per-10000,0.00457180223215
Metropolitan,2017,Lincoln,WV,doctors-per-10000,0.00043691441332
Metropolitan,2017,Marshall,WV,doctors-per-10000,0.0007146337502
Metropolitan,2017,Mineral,WV,doctors-per-10000,0.0007423904974
Metropolitan,2017,Monongalia,WV,doctors-per-10000,0.01030821274197
Metropolitan,2017,Morgan,WV,doctors-per-10000,0.00056220835442
Metropolitan,2017,Ohio,WV,doctors-per-10000,0.00474194707221
Metropolitan,2017,Preston,WV,doctors-per-10000,0.00082744761961
Metropolitan,2017,Putnam,WV,doctors-per-10000,0.00188772449808
Metropolitan,2017,Raleigh,WV,doctors-per-10000,0.00227597166483
Metropolitan,2017,Wayne,WV,doctors-per-10000,0.00122671740437
Metropolitan,2017,Wirt,WV,doctors-per-10000,0.00017152658662
Metropolitan,2017,Wood,WV,doctors-per-10000,0.00217331924041
Metropolitan,2017,Laramie,WY,doctors-per-10000,0.00219245069512
Metropolitan,2017,Natrona,WY,doctors-per-10000,0.00250268596347
Nonmetropolitan,2017,Aleutians East (B),AK,doctors-per-10000,0
Nonmetropolitan,2017,Aleutians West (CA),AK,doctors-per-10000,0.00017473353136
Nonmetropolitan,2017,Bethel (CA),AK,doctors-per-10000,0.0012077294686
Nonmetropolitan,2017,Bristol Bay (B),AK,doctors-per-10000,0
Nonmetropolitan,2017,Denali (B),AK,doctors-per-10000,0
Nonmetropolitan,2017,Dillingham (CA),AK,doctors-per-10000,0.0024
Nonmetropolitan,2017,Haines (B),AK,doctors-per-10000,0.00282942603072
Nonmetropolitan,2017,Hoonah-Angoon (CA),AK,doctors-per-10000,0
Nonmetropolitan,2017,Juneau (B),AK,doctors-per-10000,0.00239778282938
Nonmetropolitan,2017,Kenai Peninsula (B),AK,doctors-per-10000,0.00150342541814
Nonmetropolitan,2017,Ketchikan Gateway (B),AK,doctors-per-10000,0.0018680844949
